,Gender,Victim_Race,Victim_Age,Incident_Month,Inc_YR,Week_day,Precipitating_event,Victim_Offender_Relationship_1,date,County
1711,Male,Hispanic,18,12.0,2020.0,Thursday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2020-12-31 00:00:00,Kern County
1712,Male,Hispanic,26,2.0,2020.0,Friday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2020-02-28 00:00:00,Kern County
1713,Female,Hispanic,19,1.0,2020.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-01-02 00:00:00,Kern County
1714,Male,Hispanic,21,1.0,2020.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-01-31 00:00:00,Kern County
1715,Male,Hispanic,18,6.0,2020.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-06-16 00:00:00,Kern County
1716,Female,Hispanic,12,7.0,2020.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-07-02 00:00:00,Kern County
1717,Female,Hispanic,11,7.0,2020.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-07-02 00:00:00,Kern County
1718,Male,Hispanic,22,10.0,2020.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-10-09 00:00:00,Kern County
1719,Male,Hispanic,37,12.0,2020.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-12-24 00:00:00,Kern County
1720,Male,Hispanic,36,1.0,2020.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-01-10 00:00:00,Kern County
1721,Male,Hispanic,41,2.0,2020.0,Friday,"Gang killing(s) (street gangs, motorcycle gangs)","Gang member (Beginning,1992)",2020-02-28 00:00:00,Kern County
1722,Female,White,54,6.0,2020.0,Tuesday,Domestic Violence (1992) (Revised June 2023),Wife,2020-06-30 00:00:00,Kern County
1723,Male,Hispanic,30,8.0,2020.0,Thursday,Drive-by Shooting (unspecified) (1996),Other known to Victim,2020-08-06 00:00:00,Kern County
1724,Male,Hispanic,35,6.0,2020.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-06-11 00:00:00,Kern County
1725,Female,White,32,6.0,2020.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-06-11 00:00:00,Kern County
1726,Male,Hispanic,35,7.0,2020.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-07-31 00:00:00,Kern County
1727,Male,Hispanic,38,7.0,2020.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-07-26 00:00:00,Kern County
1728,Male,White,57,7.0,2020.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Brother,2020-07-25 00:00:00,Kern County
1729,Male,Hispanic,38,8.0,2020.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-08-02 00:00:00,Kern County
1730,Male,Black,71,10.0,2020.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-10-06 00:00:00,Kern County
1731,Male,Hispanic,29,10.0,2020.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-10-18 00:00:00,Kern County
1732,Male,Black,25,10.0,2020.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Neighbor,2020-10-19 00:00:00,Kern County
1733,Male,Hispanic,22,10.0,2020.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2020-10-30 00:00:00,Kern County
1734,Male,Black,26,7.0,2020.0,Friday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2020-07-17 00:00:00,Kern County
1735,Male,Hispanic,34,1.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-01-02 00:00:00,Kern County
1736,Female,Hispanic,24,1.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-01-11 00:00:00,Kern County
1737,Male,Hispanic,41,1.0,2021.0,Friday,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-01-01 00:00:00,Kern County
1738,Female,White,66,3.0,2021.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Mother,2021-03-19 00:00:00,Kern County
1739,Female,White,17,3.0,2021.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),In-law,2021-03-19 00:00:00,Kern County
1740,Male,White,22,3.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-03-27 00:00:00,Kern County
1741,Male,White,40,3.0,2021.0,Sunday,Other arguments (revenge),Other known to Victim,2021-03-28 00:00:00,Kern County
1742,Male,Black,22,3.0,2021.0,Friday,Other arguments (revenge),Other family,2021-03-12 00:00:00,Kern County
1743,Female,Hispanic,16,3.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-03-06 00:00:00,Kern County
1744,Male,White,40,3.0,2021.0,Sunday,Domestic Violence (1992) (Revised June 2023), Boyfriend/Ex-Boyfriend,2021-03-14 00:00:00,Kern County
1745,Male,Hispanic,31,4.0,2021.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-04-01 00:00:00,Kern County
1746,Male,Hispanic,32,4.0,2021.0,Thursday,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-04-01 00:00:00,Kern County
1747,Male,White,44,4.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-04-10 00:00:00,Kern County
1748,Male,Hispanic,29,4.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-04-18 00:00:00,Kern County
1749,Male,Black,32,4.0,2021.0,Tuesday,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-04-20 00:00:00,Kern County
1750,Male,White,45,4.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Father,2021-04-26 00:00:00,Kern County
1751,Male,Black,22,4.0,2021.0,Wednesday,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-04-28 00:00:00,Kern County
1752,Female,Other Asian,21,5.0,2021.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains), Girlfriend/Ex-Girlfriend,2021-05-18 00:00:00,Kern County
1753,Male,White,30,5.0,2021.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2021-05-13 00:00:00,Kern County
1754,Male,White,24,5.0,2021.0,Thursday,"Gang killing(s) (street gangs, motorcycle gangs)",Stranger,2021-05-13 00:00:00,Kern County
1755,Male,Hispanic,24,5.0,2021.0,Monday,"Gang killing(s) (street gangs, motorcycle gangs)",Stranger,2021-05-03 00:00:00,Kern County
1756,Female,Hispanic,50,6.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-19 00:00:00,Kern County
1757,Female,Hispanic,40,6.0,2021.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-18 00:00:00,Kern County
1758,Male,Hispanic,28,6.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-28 00:00:00,Kern County
1759,Male,Hispanic,17,6.0,2021.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-29 00:00:00,Kern County
1760,Male,Hispanic,39,6.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-06 00:00:00,Kern County
1761,Male,Hispanic,39,6.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-09 00:00:00,Kern County
1762,Female,Hispanic,42,7.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Wife,2021-07-25 00:00:00,Kern County
1763,Male,Hispanic,24,7.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Son,2021-07-25 00:00:00,Kern County
1764,Male,Hispanic,17,7.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Son,2021-07-25 00:00:00,Kern County
1765,Male,Hispanic,35,7.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Stranger,2021-07-25 00:00:00,Kern County
1766,Male,Hispanic,29,7.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-07-12 00:00:00,Kern County
1767,Female,Hispanic,43,7.0,2021.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-07-20 00:00:00,Kern County
1768,Female,Hispanic,37,8.0,2021.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),In-law,2021-08-03 00:00:00,Kern County
1769,Male,Hispanic,63,8.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-08-16 00:00:00,Kern County
1770,Male,Black,23,8.0,2021.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-08-31 00:00:00,Kern County
1771,Male,Hispanic,23,9.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2021-09-19 00:00:00,Kern County
1772,Male,Black,22,9.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2021-09-27 00:00:00,Kern County
1773,Male,Hispanic,49,9.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2021-09-15 00:00:00,Kern County
1774,Male,Hispanic,36,10.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-16 00:00:00,Kern County
1775,Male,Hispanic,20,10.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-20 00:00:00,Kern County
1776,Male,White,44,10.0,2021.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-22 00:00:00,Kern County
1777,Male,Hispanic,24,10.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-23 00:00:00,Kern County
1778,Male,Hispanic,28,10.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-30 00:00:00,Kern County
1779,Male,Hispanic,21,10.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-31 00:00:00,Kern County
1780,Male,White,41,11.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-11-14 00:00:00,Kern County
1781,Male,Hispanic,30,11.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-11-15 00:00:00,Kern County
1782,Male,Hispanic,23,11.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-11-20 00:00:00,Kern County
1783,Male,Hispanic,17,11.0,2021.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-11-21 00:00:00,Kern County
1784,Male,Hispanic,46,12.0,2021.0,Saturday,Drive-by Shooting (unspecified) (1996),Unable to determine relationship,2021-12-04 00:00:00,Kern County
1785,Female,Hispanic,24,12.0,2021.0,Sunday,Domestic Violence (1992) (Revised June 2023), Girlfriend/Ex-Girlfriend,2021-12-05 00:00:00,Kern County
1786,Male,Black,20,12.0,2021.0,Friday,Robbery,Unable to determine relationship,2021-12-17 00:00:00,Kern County
1787,Male,Hispanic,21,12.0,2021.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-12-03 00:00:00,Kern County
1788,Male,Hispanic,34,1.0,2021.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-01-07 00:00:00,Kern County
1789,Male,Hispanic,18,2.0,2021.0,Saturday,"Gang killing(s) (street gangs, motorcycle gangs)",Friend,2021-02-27 00:00:00,Kern County
1790,Male,Hispanic,39,1.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2021-01-02 00:00:00,Kern County
1791,Male,Hispanic,45,1.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2021-01-02 00:00:00,Kern County
1792,Male,Hispanic,24,1.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-01-10 00:00:00,Kern County
1793,Female,Hispanic,22,1.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-01-10 00:00:00,Kern County
1794,Male,Other,30,1.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2021-01-13 00:00:00,Kern County
1795,Male,Hispanic,27,1.0,2021.0,Friday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-01-15 00:00:00,Kern County
1796,Male,Black,28,1.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-01-16 00:00:00,Kern County
1797,Male,White,31,1.0,2021.0,Friday,Argument over money or property (revenge over money or property),Stranger,2021-01-29 00:00:00,Kern County
1798,Male,Black,One week to 12 months,1.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Son,2021-01-24 00:00:00,Kern County
1799,Male,Black,31,2.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-02-20 00:00:00,Kern County
1800,Female,Black,32,2.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-02-27 00:00:00,Kern County
1801,Female,White,34,3.0,2021.0,Friday,"Other not specified (kidnapping, murder for hire)", Girlfriend/Ex-Girlfriend,2021-03-05 00:00:00,Kern County
1802,Male,Black,37,3.0,2021.0,Tuesday,Argument over money or property (revenge over money or property),Other known to Victim,2021-03-09 00:00:00,Kern County
1803,Male,Hispanic,32,3.0,2021.0,Thursday,"Other not specified (kidnapping, murder for hire)",Stranger,2021-03-11 00:00:00,Kern County
1804,Male,White,64,3.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-03-31 00:00:00,Kern County
1805,Female,White,32,3.0,2021.0,Monday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-03-29 00:00:00,Kern County
1806,Female,White,42,4.0,2021.0,Thursday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2021-04-01 00:00:00,Kern County
1807,Male,Hispanic,43,4.0,2021.0,Friday,"Other not specified (kidnapping, murder for hire)","Gang member (Beginning,1992)",2021-04-09 00:00:00,Kern County
1808,Male,Hispanic,27,4.0,2021.0,Wednesday,Argument over money or property (revenge over money or property),Unable to determine relationship,2021-04-07 00:00:00,Kern County
1809,Male,White,31,4.0,2021.0,Sunday,Other arguments (revenge),Stranger,2021-04-18 00:00:00,Kern County
1810,Male,Hispanic,22,4.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-04-28 00:00:00,Kern County
1811,Male,Hispanic,36,5.0,2021.0,Saturday,Other arguments (revenge),Stranger,2021-05-01 00:00:00,Kern County
1812,Male,White,23,5.0,2021.0,Tuesday,Other arguments (revenge),Other known to Victim,2021-05-18 00:00:00,Kern County
1813,Female,Black,12,5.0,2021.0,Friday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-05-21 00:00:00,Kern County
1814,Female,Hispanic,51,5.0,2021.0,Monday,"Other not specified (kidnapping, murder for hire)",Wife,2021-05-31 00:00:00,Kern County
1815,Male,Hispanic,26,6.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-06-12 00:00:00,Kern County
1816,Male,White,62,6.0,2021.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-14 00:00:00,Kern County
1817,Male,Hispanic,59,6.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-02 00:00:00,Kern County
1818,Male,White,39,6.0,2021.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-26 00:00:00,Kern County
1819,Male,Hispanic,40,6.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),"Gang member (Beginning,1992)",2021-06-09 00:00:00,Kern County
1820,Male,Hispanic,17,6.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-30 00:00:00,Kern County
1821,Female,White,83,7.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Friend,2021-07-11 00:00:00,Kern County
1822,Female,White,36,7.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-07-25 00:00:00,Kern County
1823,Female,Black,28,8.0,2021.0,Friday,Other arguments (revenge),Wife,2021-08-06 00:00:00,Kern County
1824,Male,Hispanic,47,8.0,2021.0,Friday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2021-08-06 00:00:00,Kern County
1825,Male,Black,50,8.0,2021.0,Saturday,Gambling,Unable to determine relationship,2021-08-07 00:00:00,Kern County
1826,Male,Hispanic,29,8.0,2021.0,Monday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-08-09 00:00:00,Kern County
1827,Male,Black,29,8.0,2021.0,Tuesday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2021-08-10 00:00:00,Kern County
1828,Male,Black,46,8.0,2021.0,Wednesday,"Gang killing(s) (street gangs, motorcycle gangs)","Gang member (Beginning,1992)",2021-08-11 00:00:00,Kern County
1829,Male,Hispanic,18,8.0,2021.0,Thursday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-08-12 00:00:00,Kern County
1830,Male,Black,22,8.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-08-14 00:00:00,Kern County
1831,Male,Black,21,8.0,2021.0,Saturday,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-08-14 00:00:00,Kern County
1832,Male,Black,61,8.0,2021.0,Sunday,"Gang killing(s) (street gangs, motorcycle gangs)",Other known to Victim,2021-08-29 00:00:00,Kern County
1833,Male,Black,23,9.0,2021.0,Saturday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-09-04 00:00:00,Kern County
1834,Male,Black,73,9.0,2021.0,Tuesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-09-07 00:00:00,Kern County
1835,Female,White,One week to 12 months,9.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Daughter,2021-09-15 00:00:00,Kern County
1836,Male,Hispanic,45,9.0,2021.0,Monday,"Other not specified (kidnapping, murder for hire)",Stranger,2021-09-27 00:00:00,Kern County
1837,Male,Black,30,9.0,2021.0,Wednesday,Lovers triangle,Stranger,2021-09-29 00:00:00,Kern County
1838,Male,Hispanic,41,9.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-09-29 00:00:00,Kern County
1839,Male,Hispanic,35,8.0,2021.0,Sunday,Other arguments (revenge),Unable to determine relationship,2021-08-29 00:00:00,Kern County
1840,Male,Hispanic,48,10.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Stranger,2021-10-03 00:00:00,Kern County
1841,Male,Hispanic,37,10.0,2021.0,Tuesday,Other arguments (revenge),Husband,2021-10-05 00:00:00,Kern County
1842,Male,Black,27,10.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-10-20 00:00:00,Kern County
1843,Male,Black,21,11.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-11-03 00:00:00,Kern County
1844,Female,Hispanic,56,11.0,2021.0,Monday,Other arguments (revenge),Wife,2021-11-08 00:00:00,Kern County
1845,Male,Hispanic,30,11.0,2021.0,Wednesday,Other arguments (revenge), Boyfriend/Ex-Boyfriend,2021-11-17 00:00:00,Kern County
1846,Male,Hispanic,25,11.0,2021.0,Monday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-11-22 00:00:00,Kern County
1847,Female,Black,23,12.0,2021.0,Sunday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-12-12 00:00:00,Kern County
1848,Female,Hispanic,85,11.0,2021.0,Wednesday,Rape,Stranger,2021-11-24 00:00:00,Kern County
1849,Male,Black,17,12.0,2021.0,Wednesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-12-29 00:00:00,Kern County
1850,Male,Hispanic,30,2.0,2021.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-02-05 00:00:00,Kern County
1851,Female,Hispanic,45,2.0,2021.0,Tuesday,Drive-by Shooting (unspecified) (1996),Unable to determine relationship,2021-02-16 00:00:00,Kern County
1852,Male,Hispanic,38,7.0,2021.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-07-13 00:00:00,Kern County
1853,Male,Other,23,10.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-20 00:00:00,Kern County
1854,Male,Hispanic,19,10.0,2021.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-27 00:00:00,Kern County
1855,Male,Hispanic,25,9.0,2021.0,Saturday,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-09-25 00:00:00,Kern County
1856,Male,Hispanic,18,12.0,2021.0,Thursday,Drive-by Shooting (unspecified) (1996),Stranger,2021-12-16 00:00:00,Kern County
1857,Male,Hispanic,64,5.0,2021.0,Thursday,Drive-by Shooting (unspecified) (1996),Unable to determine relationship,2021-05-13 00:00:00,Kern County
1858,Male,Hispanic,78,12.0,2021.0,Sunday,Argument over money or property (revenge over money or property),Neighbor,2021-12-05 00:00:00,Kern County
1859,Male,Hispanic,70,1.0,2022.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-14 00:00:00,Kern County
1860,Male,Hispanic,26,1.0,2022.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-01-17 00:00:00,Kern County
1861,Female,Hispanic,34,1.0,2022.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-01-18 00:00:00,Kern County
1862,Female,White,1,1.0,2022.0,Saturday,Child abuse,Daughter,2022-01-29 00:00:00,Kern County
1863,Male,Hispanic,32,1.0,2022.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-26 00:00:00,Kern County
1864,Male,Hispanic,31,2.0,2022.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-02-16 00:00:00,Kern County
1865,Male,Hispanic,23,2.0,2022.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-02-20 00:00:00,Kern County
1866,Male,Hispanic,31,2.0,2022.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-02-28 00:00:00,Kern County
1867,Male,Other Asian,30,2.0,2022.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-02-09 00:00:00,Kern County
1868,Male,Hispanic,62,4.0,2022.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2022-04-03 00:00:00,Kern County
1869,Male,White,34,4.0,2022.0,Saturday,"Other not specified (kidnapping, murder for hire)",Other known to Victim,2022-04-09 00:00:00,Kern County
1870,Male,Hispanic,55,4.0,2022.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2022-04-18 00:00:00,Kern County
1871,Female,Black,23,5.0,2022.0,Wednesday,Other arguments (revenge),Stranger,2022-05-04 00:00:00,Kern County
1872,Male,Hispanic,20,5.0,2022.0,Monday,"Other not specified (kidnapping, murder for hire)",Stranger,2022-05-16 00:00:00,Kern County
1873,Female,Hispanic,21,5.0,2022.0,Friday,"Other not specified (kidnapping, murder for hire)", Girlfriend/Ex-Girlfriend,2022-05-20 00:00:00,Kern County
1874,Male,Hispanic,20,5.0,2022.0,Thursday,Other arguments (revenge),Stranger,2022-05-12 00:00:00,Kern County
1875,Male,Hispanic,28,5.0,2022.0,Tuesday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-05-17 00:00:00,Kern County
1876,Male,Hispanic,31,5.0,2022.0,Saturday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-05-21 00:00:00,Kern County
1877,Male,Hispanic,21,5.0,2022.0,Sunday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-05-22 00:00:00,Kern County
1878,Male,White,46,6.0,2022.0,Thursday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-06-02 00:00:00,Kern County
1879,Male,Black,30,6.0,2022.0,Friday,Domestic Violence (1992) (Revised June 2023), Boyfriend/Ex-Boyfriend,2022-06-03 00:00:00,Kern County
1880,Male,White,63,6.0,2022.0,Tuesday,Other arguments (revenge),Neighbor,2022-06-07 00:00:00,Kern County
1881,Male,White,62,6.0,2022.0,Tuesday,Other arguments (revenge),Neighbor,2022-06-07 00:00:00,Kern County
1882,Male,White,36,6.0,2022.0,Friday,Other arguments (revenge),Acquaintance,2022-06-10 00:00:00,Kern County
1883,Male,Hispanic,71,6.0,2022.0,Monday,Other arguments (revenge),Father,2022-06-13 00:00:00,Kern County
1884,Male,Hispanic,19,6.0,2022.0,Wednesday,Other arguments (revenge),Acquaintance,2022-06-15 00:00:00,Kern County
1885,Male,Hispanic,36,7.0,2022.0,Saturday,Robbery,Stranger,2022-07-02 00:00:00,Kern County
1886,Female,White,54,7.0,2022.0,Thursday,"Other not specified (kidnapping, murder for hire)",Mother,2022-07-07 00:00:00,Kern County
1887,Male,Hispanic,21,7.0,2022.0,Friday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-07-22 00:00:00,Kern County
1888,Female,Black,27,8.0,2022.0,Monday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-08-01 00:00:00,Kern County
1889,Male,Hispanic,42,8.0,2022.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-08-04 00:00:00,Kern County
1890,Male,Hispanic,34,8.0,2022.0,Tuesday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-08-30 00:00:00,Kern County
1891,Male,Hispanic,22,9.0,2022.0,Saturday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-09-10 00:00:00,Kern County
1892,Male,White,25,9.0,2022.0,Sunday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-09-11 00:00:00,Kern County
1893,Female,Hispanic,27,9.0,2022.0,Friday,Domestic Violence (1992) (Revised June 2023),Wife,2022-09-09 00:00:00,Kern County
1894,Male,White,67,10.0,2022.0,Friday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-10-28 00:00:00,Kern County
1895,Male,White,40,10.0,2022.0,Thursday,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-10-13 00:00:00,Kern County
